elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,point_vector
6823,2,13,148,1,0,6,6,3,3,1,1,76,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91,8.583,1,111,5,1,1,1
6865,2,13,149,1,0,6,6,4,3,2,1,76,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.121,8.641,1,127,1,2,1,2
6897,2,13,150,1,0,6,6,4,4,2,2,76,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.105,12.593,3,104,1,2,1,2
6953,2,13,151,1,0,6,6,4,5,1,1,77,74,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.083,27.636,5,130,1,1,2,1
6992,2,13,152,1,0,6,6,5,5,1,1,78,74,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4.877,7.639,3,129,2,1,2,1
7031,2,13,153,1,0,6,6,6,5,2,1,78,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20.076,14.846,3,129,5,1,0,2
7105,2,13,154,1,0,6,6,6,6,2,1,78,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.514,4.409,1,128,4,2,2,2
7144,2,13,155,1,0,6,6,6,7,1,1,78,77,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.777,19.769,4,122,2,2,2,2
7445,3,1,156,1,1,0,0,0,0,1,2,79,77,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26.561,47.51,7,96,1,1,1,1
7490,3,1,157,1,1,0,0,15,0,1,2,79,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17.347,25.367,4,96,1,2,2,2
7538,3,1,158,1,1,0,0,15,15,1,2,80,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.959,3.97,1,126,4,1,2,1
7580,3,1,159,1,1,0,0,30,15,1,2,80,79,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5.45,6.694,0,0,1,1,2,2
7622,3,1,160,1,1,0,0,30,30,1,1,81,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.131,5.861,1,113,5,1,1,1
7647,3,1,161,1,1,0,0,40,30,1,1,82,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.968,15.75,1,113,4,2,2,1
7721,3,2,162,1,1,1,0,0,0,2,1,83,79,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,33.675,33.494,8,126,4,2,2,1
7768,3,2,163,1,1,1,0,15,0,2,1,83,80,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9.172,6.57,1,130,5,2,2,2
7800,3,2,164,1,1,1,0,15,15,2,2,83,81,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.816,20.502,3,109,1,2,2,2
7855,3,2,165,1,1,1,0,15,30,2,1,84,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.47,6.624,2,128,3,2,1,1
7895,3,2,166,1,1,1,0,30,30,2,1,85,81,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,17.922,14.558,4,130,4,2,2,1
7935,3,2,167,1,1,1,0,40,30,2,1,85,82,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,11.452,10.886,3,127,5,1,0,2
7973,3,2,168,1,1,1,0,40,40,2,2,86,82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.123,6.082,2,114,3,2,2,1
8018,3,2,169,1,1,1,0,41,40,2,1,86,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,27.335,7.822,1,130,5,1,2,2
8048,3,2,170,1,1,1,0,40,40,2,1,86,84,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.23,7.241,3,118,3,2,2,2
8093,3,2,171,1,1,1,0,40,41,2,2,87,84,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11.861,6.606,0,0,1,1,0,1
8148,3,2,172,1,1,1,0,40,40,2,1,87,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.797,3.806,1,129,4,1,2,2
8175,3,2,173,1,1,1,0,40,41,2,1,87,86,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.698,14.275,5,128,5,2,2,2
8218,3,3,174,1,1,1,1,0,0,1,2,88,86,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.725,30.75,7,92,4,2,2,1
8266,3,3,175,1,1,1,1,15,0,1,1,89,86,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,19.121,3,114,4,2,2,1
8296,3,3,176,1,1,1,1,30,0,1,1,89,87,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.877,32.934,6,127,4,2,1,2
8333,3,3,177,1,1,1,1,30,15,1,2,89,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.725,14.741,4,95,3,1,2,2
8379,3,3,178,1,1,1,1,30,30,1,2,90,88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.081,11.092,3,104,2,2,1,1
8427,3,3,179,1,1,1,1,40,30,1,1,91,88,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.905,24.521,1,122,5,1,1,1
8566,3,4,180,1,1,2,1,0,0,2,2,92,88,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9.981,13.467,2,108,1,2,2,1
8616,3,4,181,1,1,2,1,15,0,2,1,93,88,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27.698,24.671,6,129,3,1,1,1
8541,3,4,182,1,1,2,1,30,0,2,2,93,89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.258,11.909,3,106,1,1,1,2
8610,3,4,183,1,1,2,1,30,15,2,1,94,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.132,7.399,2,127,3,2,1,1
8639,3,4,184,1,1,2,1,40,15,2,1,95,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,25.215,21.594,6,133,4,2,2,1
8805,3,5,185,1,1,3,1,0,0,1,1,96,89,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585,0.853,1,130,4,2,0,1
8829,3,5,186,1,1,3,1,15,0,1,1,97,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,3.696,1,127,5,1,1,1
8855,3,5,187,1,1,3,1,30,0,1,2,98,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26.138,27.732,9,103,2,2,2,1
8901,3,5,188,1,1,3,1,40,0,1,2,98,90,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.076,1.74,0,0,5,1,0,2
8939,3,5,189,1,1,3,1,40,15,1,1,99,90,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778,1.077,1,107,5,1,0,1
9063,3,6,190,1,1,4,1,0,0,2,2,100,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.965,15.911,4,110,4,2,2,1
9121,3,6,191,1,1,4,1,15,0,2,1,100,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.075,0.785,1,121,4,2,0,2
9144,3,6,192,1,1,4,1,15,15,2,2,100,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.072,3.528,1,107,5,2,1,2
9181,3,6,193,1,1,4,1,15,30,2,2,101,92,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,15.125,18.237,2,105,3,2,1,1
9244,3,6,194,1,1,4,1,30,30,2,2,101,93,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.346,8.608,3,111,2,2,2,2
9286,3,6,195,1,1,4,1,30,40,2,1,101,94,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.882,6.858,1,132,5,2,2,2
9322,3,7,196,1,1,4,2,0,0,1,1,102,94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.652,5.284,1,107,5,2,2,1
9346,3,7,197,1,1,4,2,15,0,1,1,103,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.487,15.647,3,117,5,1,2,1
9375,3,7,198,1,1,4,2,30,0,1,2,104,94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.958,15.843,3,90,2,2,2,1
9414,3,7,199,1,1,4,2,40,0,1,1,105,94,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778,0.859,1,109,5,1,0,1
9529,3,8,200,1,1,5,2,0,0,2,1,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.718,4.45,1,126,4,2,1,2
9549,3,8,201,1,1,5,2,0,15,2,1,106,95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.631,6.643,2,116,2,2,2,1
9579,3,8,202,1,1,5,2,15,15,2,1,106,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,70.044,52.444,9,116,3,2,2,2
9634,3,8,203,1,1,5,2,15,30,2,1,107,96,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.94,42.683,10,127,3,2,2,1
9688,3,8,204,1,1,5,2,30,30,2,1,108,96,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.835,17.538,4,114,3,2,1,1
9727,3,8,205,1,1,5,2,40,30,2,1,108,97,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.729,0.772,1,127,5,1,0,2
9755,3,8,206,1,1,5,2,40,40,2,1,108,98,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.617,0.719,1,114,5,1,0,2
9782,3,8,207,1,1,5,2,40,41,2,1,108,99,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.136,0.73,1,124,4,2,0,2
9827,3,9,208,1,1,5,3,0,0,1,2,109,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.308,36.062,1,97,4,1,2,1
9870,3,9,209,1,1,5,3,15,0,1,1,110,99,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12.63,22.045,3,109,4,2,0,1
9905,3,9,210,1,1,5,3,30,0,1,2,111,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.239,3.606,1,95,2,2,1,1
9958,3,9,211,1,1,5,3,40,0,1,1,111,100,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8.358,15.575,2,112,4,2,2,2
9989,3,9,212,1,1,5,3,40,15,1,1,112,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.526,13.833,1,128,4,2,1,1
10157,4,1,213,2,1,0,0,0,0,2,2,113,100,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,32.923,14.93,4,110,3,1,2,1
10203,4,1,214,2,1,0,0,15,0,2,2,113,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.843,16.987,3,98,3,2,1,2
10248,4,1,215,2,1,0,0,15,15,2,1,113,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.902,6.893,1,109,5,1,0,2
10272,4,1,216,2,1,0,0,15,30,2,1,113,103,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7.188,8.153,1,128,5,1,1,2
10300,4,1,217,2,1,0,0,15,40,2,1,113,104,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.203,0.911,1,129,4,2,0,2
10355,4,2,218,2,1,0,1,0,0,1,1,114,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.195,30.651,7,121,4,2,2,1
10390,4,2,219,2,1,0,1,15,0,1,2,114,105,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.544,2.202,0,0,3,1,0,2
10443,4,2,220,2,1,0,1,15,15,1,1,114,106,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.946,29.134,2,126,2,1,2,2
10483,4,2,221,2,1,0,1,15,30,1,1,115,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.202,7.353,1,117,4,2,2,1
10510,4,2,222,2,1,0,1,30,30,1,2,115,107,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5.061,5.626,0,0,4,1,2,2
10553,4,2,223,2,1,0,1,30,40,1,2,115,108,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,40.04,44.105,10,93,3,2,2,2
10629,4,3,224,2,1,0,2,0,0,2,1,115,109,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15.329,13.638,3,124,2,2,0,2
10666,4,3,225,2,1,0,2,0,15,2,2,116,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.648,6.862,2,113,4,2,2,1
10712,4,3,226,2,1,0,2,15,15,2,1,116,110,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18.285,13.035,3,112,5,2,2,2
10755,4,3,227,2,1,0,2,15,30,2,1,116,111,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15.033,14.679,3,129,1,2,2,2
10788,4,3,228,2,1,0,2,15,40,2,1,117,111,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,51.154,40.057,8,113,5,1,1,1
10840,4,3,229,2,1,0,2,30,40,2,2,118,111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37.839,42.274,10,108,4,2,1,1
10907,4,3,230,2,1,0,2,40,40,2,1,119,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.348,25.995,4,117,3,2,1,1
10945,4,3,231,2,1,0,2,41,40,2,1,119,112,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,20.832,18.923,5,131,5,1,0,2
11007,4,3,232,2,1,0,2,40,40,2,1,119,113,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18.666,20.844,3,127,4,2,2,2
11046,4,3,233,2,1,0,2,40,41,2,1,120,113,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.768,17.486,4,119,4,2,2,1
11104,4,3,234,2,1,0,2,40,40,2,1,120,114,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.272,4.794,3,0,4,2,2,2
11136,4,3,235,2,1,0,2,40,41,2,1,121,114,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.741,11.995,4,129,5,1,2,1
11176,4,3,236,2,1,0,2,40,40,2,2,122,114,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,16.566,12.049,4,105,2,2,2,1
11229,4,3,237,2,1,0,2,41,40,2,1,122,115,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.015,0.741,1,121,4,1,0,2
11258,4,3,238,2,1,0,2,40,40,2,2,122,116,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,34.6,48.407,7,110,1,2,2,2
11342,4,3,239,2,1,0,2,40,41,2,1,123,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.164,23.903,6,128,3,2,2,1
11395,4,3,240,2,1,0,2,40,40,2,1,123,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.716,8.067,1,114,5,2,1,2
11427,4,3,241,2,1,0,2,40,41,2,1,123,118,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.645,8.043,1,119,4,2,1,2
11554,4,4,242,2,1,0,3,0,0,1,1,124,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.839,7.128,1,129,2,1,2,1
11571,4,4,243,2,1,0,3,15,0,1,1,124,119,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.707,6.699,2,117,2,2,2,2
11592,4,4,244,2,1,0,3,15,15,1,2,124,120,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.518,3.162,0,0,4,1,0,2
11627,4,4,245,2,1,0,3,15,30,1,1,124,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.416,9.26,2,112,4,2,1,2
11647,4,4,246,2,1,0,3,15,40,1,2,125,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6.55,8.454,1,126,2,2,2,1
11684,4,4,247,2,1,0,3,30,40,1,1,126,121,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,18.155,25.921,3,110,5,1,0,1
11712,4,4,248,2,1,0,3,40,40,1,2,127,121,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.226,9.783,3,111,5,2,0,1
11753,4,4,249,2,1,0,3,41,40,1,2,128,121,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.988,22.561,7,90,1,2,2,1
11818,4,5,250,2,1,1,3,0,0,2,1,128,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.05,8.179,1,113,5,1,2,2
11842,4,5,251,2,1,1,3,0,15,2,1,129,122,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.046,4.252,2,129,1,2,2,1
11875,4,5,252,2,1,1,3,15,15,2,2,129,123,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13.185,8.237,3,99,1,2,2,2
11924,4,5,253,2,1,1,3,15,30,2,1,129,124,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.359,7.683,3,123,4,2,2,2
11953,4,5,254,2,1,1,3,15,40,2,1,130,124,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.312,4.519,2,128,4,2,2,1
11986,4,5,255,2,1,1,3,30,40,2,1,131,124,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.628,14.913,4,131,1,2,2,1
12021,4,5,256,2,1,1,3,40,40,2,1,131,125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,11.521,3,131,4,2,2,2
12054,4,5,257,2,1,1,3,40,41,2,1,131,126,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.865,1.001,1,116,4,1,0,2
12178,4,6,258,2,1,1,4,0,0,1,2,131,127,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.196,14.763,0,0,4,2,2,2
12235,4,6,259,2,1,1,4,0,15,1,2,132,127,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.567,17.63,5,92,3,1,1,1
12183,4,6,260,2,1,1,4,15,15,1,1,133,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.312,3.127,1,113,3,2,1,1
12208,4,6,261,2,1,1,4,30,15,1,1,134,127,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20.729,34.339,5,113,3,1,0,1
12364,4,6,262,2,1,1,4,40,15,1,1,135,127,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131,0,0,0,1
12422,4,7,263,2,1,2,4,0,0,2,1,136,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.051,71.082,16,126,2,2,1,1
12488,4,7,264,2,1,2,4,15,0,2,2,137,127,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.41,4.731,0,0,3,1,1,1
12536,4,7,265,2,1,2,4,30,0,2,1,137,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.454,4.538,1,129,2,1,1,2
12561,4,7,266,2,1,2,4,30,15,2,1,138,128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.555,5.758,2,129,5,1,2,1
12594,4,7,267,2,1,2,4,40,15,2,1,138,129,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.044,7.425,3,129,2,1,2,2
12631,4,7,268,2,1,2,4,40,30,2,1,139,129,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,11.127,11.612,2,129,5,1,2,1
12747,4,8,269,2,1,3,4,0,0,1,1,140,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.269,23.931,7,123,4,1,1,1
12781,4,8,270,2,1,3,4,15,0,1,2,141,129,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17,12.344,3,90,5,1,2,1
12825,4,8,271,2,1,3,4,30,0,1,2,141,130,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.901,6.558,0,0,2,1,0,2
12864,4,8,272,2,1,3,4,30,15,1,1,142,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.559,2.69,1,113,2,2,2,1
12893,4,8,273,2,1,3,4,40,15,1,1,143,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.559,5.6,1,115,3,2,2,1
12932,4,9,274,2,1,4,4,0,0,2,1,143,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.958,3.314,1,108,5,1,1,2
12954,4,9,275,2,1,4,4,0,15,2,1,144,131,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.572,16.683,4,121,4,2,1,1
12986,4,9,276,2,1,4,4,15,15,2,1,144,132,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.796,1.106,1,110,5,1,0,2
13012,4,9,277,2,1,4,4,15,30,2,1,144,133,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.401,6.747,3,110,4,2,2,2
13041,4,9,278,2,1,4,4,15,40,2,2,144,134,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,28.05,22.624,7,105,2,2,1,2
13172,4,10,279,2,1,4,5,0,0,1,2,145,134,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.178,10.283,3,101,2,2,2,1
13214,4,10,280,2,1,4,5,15,0,1,2,146,134,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.464,9.553,3,92,1,2,2,1
13260,4,10,281,2,1,4,5,30,0,1,1,146,135,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.671,18.724,4,124,2,2,2,2
13292,4,10,282,2,1,4,5,30,15,1,1,147,135,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,35.211,41.728,11,121,4,2,1,1
13336,4,10,283,2,1,4,5,40,15,1,1,147,136,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.304,5.466,2,115,5,2,2,2
13368,4,10,284,2,1,4,5,40,30,1,2,147,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.374,24.586,6,95,3,2,2,2
13429,4,10,285,2,1,4,5,40,40,1,1,148,137,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.086,13.871,3,129,4,1,1,1
13463,4,10,286,2,1,4,5,41,40,1,1,149,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.861,4.678,1,113,4,2,2,1
13510,4,11,287,2,1,5,5,0,0,2,1,149,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.701,6.51,1,125,2,1,2,2
13548,4,11,288,2,1,5,5,0,15,2,2,150,138,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.826,11.492,2,92,3,2,1,1
13588,4,11,289,2,1,5,5,15,15,2,1,150,139,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,26.067,25.256,9,130,2,2,2,2
13635,4,11,290,2,1,5,5,15,30,2,1,151,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.319,11.144,4,113,4,2,1,1
13671,4,11,291,2,1,5,5,30,30,2,2,152,139,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,31.781,21.505,6,113,3,2,1,1
13738,4,11,292,2,1,5,5,40,30,2,2,153,139,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6.414,5.129,2,108,3,2,1,1
13855,4,12,293,2,1,6,5,0,0,1,2,153,140,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36.084,26.436,8,112,1,2,1,2
13912,4,12,294,2,1,6,5,0,15,1,1,154,140,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16.595,20.15,5,120,4,2,0,1
13950,4,12,295,2,1,6,5,15,15,1,2,155,140,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27.722,36.86,3,104,1,1,2,1
14005,4,12,296,2,1,6,5,30,15,1,1,155,141,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.044,9.281,2,130,3,2,2,2
14041,4,12,297,2,1,6,5,30,30,1,1,155,142,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.318,58.723,14,113,3,2,2,2
